user_id;variant;converted;session_duration_sec;device;traffic_source
U-4978;A;1;246;Mobile;Organic
U-4979;A;0;24;Web;Organic
U-4980;A;0;247;Mobile;Organic
U-4981;A;0;43;Web;Paid
U-4982;A;0;99;Web;Organic
U-4983;A;0;119;Mobile;Organic
U-4984;B;0;232;Web;Paid
U-4985;A;0;277;Mobile;Referral
U-4986;B;0;31;Web;Paid
U-4987;B;1;26;Mobile;Referral
U-4988;B;1;250;Mobile;Paid
U-4989;A;0;287;Mobile;Paid
U-4990;A;1;107;Mobile;Organic
U-4991;A;0;132;Web;Organic
U-4992;A;0;148;Web;Organic
U-4993;A;0;42;Mobile;Paid
U-4994;B;0;181;Mobile;Paid
U-4995;A;0;244;Mobile;Paid
U-4996;A;1;169;Mobile;Organic
U-4997;A;0;201;Web;Referral
U-4998;B;0;26;Web;Organic
U-4999;B;0;288;Mobile;Paid
U-5000;A;0;271;Mobile;Paid
U-5001;A;0;230;Mobile;Organic
U-5002;A;0;261;Mobile;Referral
U-5003;B;1;171;Mobile;Organic
U-5004;B;0;232;Web;Organic
U-5005;B;0;284;Web;Paid
U-5006;B;0;72;Mobile;Paid
U-5007;B;0;172;Mobile;Organic
U-5008;B;0;26;Mobile;Paid
U-5009;B;0;122;Mobile;Paid
U-5010;B;0;238;Mobile;Paid
U-5011;A;0;108;Web;Organic
U-5012;A;0;253;Mobile;Referral
U-5013;B;0;89;Mobile;Paid
U-5014;B;1;184;Mobile;Paid
U-5015;B;0;135;Web;Referral
U-5016;B;0;258;Mobile;Organic
U-5017;B;1;27;Mobile;Paid
U-5018;A;0;59;Mobile;Paid
U-5019;A;1;266;Web;Organic
U-5020;B;0;134;Mobile;Organic
U-5021;A;0;106;Mobile;Referral
U-5022;B;0;54;Mobile;Referral
U-5023;A;0;178;Mobile;Organic
U-5024;A;0;290;Web;Referral
U-5025;B;0;246;Web;Referral
U-5026;A;0;254;Mobile;Paid
U-5027;B;0;204;Web;Organic
U-5028;A;0;22;Web;Paid
U-5029;B;0;62;Web;Organic
U-5030;B;0;51;Mobile;Organic
U-5031;B;0;80;Mobile;Organic
U-5032;A;1;285;Web;Organic
U-5033;A;0;261;Mobile;Organic
U-5034;B;0;44;Web;Paid
U-5035;B;0;40;Web;Referral
U-5036;A;0;113;Mobile;Paid
U-5037;B;1;68;Mobile;Organic
U-5038;A;0;268;Web;Paid
U-5039;A;0;95;Mobile;Organic
U-5040;B;1;190;Web;Organic
U-5041;B;0;174;Mobile;Organic
U-5042;B;0;290;Mobile;Paid
U-5043;A;0;184;Mobile;Organic
U-5044;B;0;233;Web;Paid
U-5045;A;0;91;Mobile;Paid
U-5046;B;0;254;Web;Referral
U-5047;B;0;45;Mobile;Organic
U-5048;B;0;270;Web;Paid
U-5049;A;0;283;Mobile;Paid
U-5050;B;0;19;Mobile;Paid
U-5051;A;1;221;Web;Organic
U-5052;B;0;198;Mobile;Paid
U-5053;A;0;47;Web;Paid
U-5054;A;1;247;Mobile;Referral
U-5055;A;0;167;Mobile;Organic
U-5056;A;0;134;Mobile;Organic
U-5057;B;0;184;Web;Organic
U-5058;A;0;254;Web;Paid
U-5059;B;0;241;Mobile;Paid
U-5060;B;0;17;Web;Paid
U-5061;A;0;278;Web;Paid
U-5062;B;0;22;Web;Organic
U-5063;B;0;201;Web;Paid
U-5064;A;0;16;Web;Organic
U-5065;A;0;37;Mobile;Paid
U-5066;B;0;25;Mobile;Organic
U-5067;B;0;151;Mobile;Paid
U-5068;B;1;224;Web;Paid
U-5069;B;1;278;Web;Paid
U-5070;B;0;162;Web;Paid
U-5071;A;0;264;Mobile;Paid
U-5072;A;0;100;Mobile;Paid
U-5073;B;1;145;Mobile;Paid
U-5074;B;0;15;Web;Organic
U-5075;B;0;195;Mobile;Paid
U-5076;A;0;120;Mobile;Referral
U-5077;B;1;166;Web;Referral
U-5078;B;0;284;Web;Referral
U-5079;B;0;116;Web;Referral
U-5080;A;0;233;Mobile;Organic
U-5081;A;0;205;Mobile;Referral
U-5082;B;0;131;Mobile;Organic
U-5083;B;0;127;Mobile;Paid
U-5084;B;0;98;Web;Organic
U-5085;B;0;288;Web;Paid
U-5086;A;1;90;Web;Referral
U-5087;A;0;76;Web;Referral
U-5088;B;0;121;Web;Organic
U-5089;B;0;144;Mobile;Paid
U-5090;A;1;129;Mobile;Organic
U-5091;A;0;172;Mobile;Paid
U-5092;B;0;246;Mobile;Organic
U-5093;B;0;42;Mobile;Organic
U-5094;A;1;233;Mobile;Organic
U-5095;A;0;230;Mobile;Paid
U-5096;B;0;127;Web;Paid
U-5097;B;0;251;Mobile;Paid
U-5098;B;1;271;Mobile;Referral
U-5099;A;1;137;Web;Paid
U-5100;A;0;22;Mobile;Paid
U-5101;B;0;56;Mobile;Paid
U-5102;A;0;160;Web;Referral
U-5103;B;0;111;Mobile;Paid
U-5104;B;1;93;Mobile;Organic
U-5105;A;0;29;Mobile;Referral
U-5106;B;1;263;Mobile;Organic
U-5107;B;0;61;Mobile;Organic
U-5108;B;0;104;Mobile;Paid
U-5109;A;0;244;Mobile;Organic
U-5110;A;0;199;Mobile;Paid
U-5111;B;0;228;Mobile;Paid
U-5112;A;0;13;Mobile;Organic
U-5113;B;0;65;Mobile;Referral
U-5114;A;0;61;Web;Paid
U-5115;A;0;106;Web;Organic
U-5116;A;0;150;Mobile;Referral
U-5117;A;0;116;Mobile;Paid
U-5118;A;0;26;Mobile;Organic
U-5119;A;0;233;Mobile;Paid
U-5120;A;0;222;Web;Referral
U-5121;B;0;153;Web;Organic
U-5122;A;1;250;Mobile;Referral
U-5123;A;0;18;Web;Organic
U-5124;A;0;183;Mobile;Organic
U-5125;B;0;187;Mobile;Paid
U-5126;A;0;23;Mobile;Paid
U-5127;B;1;273;Mobile;Paid
U-5128;A;0;291;Web;Organic
U-5129;B;0;48;Web;Organic
U-5130;A;0;150;Web;Paid
U-5131;A;0;201;Web;Organic
U-5132;B;0;32;Web;Referral
U-5133;A;0;256;Web;Referral
U-5134;A;0;33;Mobile;Organic
U-5135;A;0;149;Web;Referral
U-5136;A;0;223;Web;Referral
U-5137;B;0;148;Mobile;Organic
U-5138;B;0;142;Web;Organic
U-5139;B;1;32;Mobile;Paid
U-5140;A;1;110;Mobile;Paid
U-5141;A;0;157;Web;Organic
U-5142;B;0;151;Mobile;Paid
U-5143;A;0;128;Mobile;Organic
U-5144;B;0;265;Web;Organic
U-5145;B;1;96;Mobile;Paid
U-5146;B;0;246;Mobile;Referral
U-5147;B;1;229;Mobile;Paid
U-5148;B;0;70;Mobile;Paid
U-5149;B;0;256;Web;Paid
U-5150;A;0;239;Mobile;Organic
U-5151;B;0;173;Mobile;Referral
U-5152;A;0;76;Mobile;Paid
U-5153;B;0;208;Mobile;Referral
U-5154;B;0;244;Mobile;Organic
U-5155;B;1;239;Web;Referral
U-5156;A;0;291;Web;Organic
U-5157;B;0;204;Mobile;Paid
U-5158;B;0;96;Mobile;Referral
U-5159;B;0;157;Web;Paid
U-5160;B;1;29;Mobile;Paid
U-5161;B;0;164;Web;Organic
U-5162;B;0;67;Mobile;Paid
U-5163;A;0;92;Mobile;Paid
U-5164;A;0;257;Mobile;Paid
U-5165;A;0;200;Mobile;Paid
U-5166;B;0;151;Mobile;Paid
U-5167;B;0;72;Mobile;Organic
U-5168;A;0;102;Mobile;Organic
U-5169;B;0;72;Mobile;Paid
U-5170;A;0;256;Web;Organic
U-5171;A;0;212;Mobile;Organic
U-5172;B;0;177;Mobile;Paid
U-5173;A;1;216;Web;Paid
U-5174;A;1;49;Mobile;Organic
U-5175;B;1;165;Mobile;Referral
U-5176;A;0;25;Mobile;Paid
U-5177;A;0;149;Web;Referral
U-5178;B;0;186;Mobile;Paid
U-5179;A;1;19;Mobile;Paid
U-5180;B;0;169;Mobile;Referral
U-5181;B;0;259;Web;Paid
U-5182;B;0;284;Web;Paid
U-5183;A;0;267;Web;Organic
U-5184;A;0;141;Mobile;Referral
U-5185;A;1;75;Web;Paid
U-5186;B;1;93;Mobile;Paid
U-5187;A;0;40;Mobile;Organic
U-5188;A;0;63;Web;Paid
U-5189;B;0;104;Mobile;Organic
U-5190;B;0;288;Mobile;Organic
U-5191;B;0;184;Mobile;Referral
U-5192;B;0;51;Mobile;Paid
U-5193;B;0;217;Mobile;Paid
U-5194;A;1;232;Mobile;Organic
U-5195;A;0;92;Mobile;Paid
U-5196;B;0;249;Mobile;Organic
U-5197;B;1;113;Mobile;Organic
U-5198;B;0;93;Mobile;Referral
U-5199;A;0;249;Mobile;Referral
U-5200;B;0;76;Mobile;Organic
U-5201;B;0;22;Web;Organic
U-5202;B;0;152;Mobile;Organic
U-5203;A;0;82;Mobile;Organic
U-5204;B;0;146;Mobile;Organic
U-5205;B;0;186;Mobile;Paid
U-5206;B;0;287;Mobile;Referral
U-5207;A;0;78;Web;Organic
U-5208;B;0;177;Mobile;Organic
U-5209;A;0;205;Web;Referral
U-5210;A;0;245;Web;Referral
U-5211;B;0;162;Mobile;Paid
U-5212;B;0;11;Mobile;Paid
U-5213;B;0;199;Mobile;Paid
U-5214;B;0;252;Mobile;Paid
U-5215;B;0;135;Web;Paid
U-5216;A;1;222;Web;Paid
U-5217;B;0;107;Web;Organic
U-5218;A;0;26;Mobile;Referral
U-5219;B;0;131;Web;Organic
U-5220;B;0;266;Mobile;Referral
U-5221;B;0;78;Mobile;Paid
U-5222;A;0;69;Mobile;Paid
U-5223;B;0;60;Web;Paid
U-5224;A;0;164;Web;Referral
U-5225;B;0;139;Mobile;Paid
U-5226;B;0;11;Web;Paid
U-5227;B;0;38;Web;Referral
U-5228;A;0;77;Mobile;Paid
U-5229;A;0;85;Mobile;Organic
U-5230;B;0;66;Mobile;Paid
U-5231;A;0;109;Web;Organic
U-5232;A;0;212;Web;Paid
U-5233;B;0;159;Web;Organic
U-5234;A;1;110;Web;Paid
U-5235;B;0;143;Mobile;Organic
U-5236;B;0;247;Web;Paid
U-5237;A;0;274;Mobile;Organic
U-5238;A;0;49;Web;Paid
U-5239;B;0;58;Web;Organic
U-5240;A;0;158;Mobile;Paid
U-5241;B;0;285;Web;Organic
U-5242;B;0;240;Mobile;Referral
U-5243;A;0;241;Web;Paid
U-5244;B;0;198;Mobile;Organic
U-5245;A;0;189;Web;Paid
U-5246;B;0;70;Mobile;Referral
U-5247;B;0;15;Mobile;Organic
U-5248;B;0;208;Mobile;Paid
U-5249;B;0;76;Web;Paid
U-5250;A;0;19;Mobile;Paid
U-5251;B;0;226;Mobile;Paid
U-5252;B;0;245;Web;Organic
U-5253;B;0;164;Mobile;Referral
U-5254;B;0;150;Web;Paid
U-5255;A;0;101;Web;Organic
U-5256;A;0;20;Mobile;Organic
U-5257;B;1;144;Mobile;Paid
U-5258;B;0;39;Mobile;Referral
U-5259;A;0;149;Web;Referral
U-5260;A;0;30;Mobile;Organic
U-5261;B;0;273;Mobile;Organic
U-5262;B;0;111;Web;Organic
U-5263;A;0;258;Mobile;Paid
U-5264;A;1;263;Web;Paid
U-5265;A;0;242;Mobile;Organic
U-5266;B;0;216;Web;Organic
U-5267;A;0;265;Mobile;Paid
U-5268;B;0;112;Web;Referral
U-5269;B;0;284;Web;Paid
U-5270;B;0;66;Web;Paid
U-5271;A;0;169;Mobile;Referral
U-5272;A;0;297;Mobile;Paid
U-5273;B;0;107;Web;Paid
U-5274;B;0;201;Web;Organic
U-5275;A;1;263;Web;Paid
U-5276;A;0;132;Web;Referral
U-5277;A;0;72;Mobile;Organic
U-5278;A;0;82;Mobile;Paid
U-5279;A;0;35;Mobile;Paid
U-5280;A;0;65;Mobile;Paid
U-5281;A;0;103;Mobile;Paid
U-5282;B;0;206;Web;Paid
U-5283;B;1;133;Mobile;Paid
U-5284;B;0;36;Mobile;Referral
U-5285;B;0;278;Web;Organic
U-5286;A;0;128;Web;Paid
U-5287;B;0;288;Web;Organic
U-5288;B;0;41;Mobile;Organic
U-5289;B;0;163;Mobile;Paid
U-5290;A;0;53;Web;Paid
U-5291;B;1;268;Web;Paid
U-5292;B;0;174;Mobile;Paid
U-5293;A;0;254;Mobile;Paid
U-5294;B;0;50;Web;Paid
U-5295;A;0;293;Mobile;Referral
U-5296;B;0;19;Mobile;Paid
U-5297;B;1;215;Web;Referral
U-5298;A;0;65;Mobile;Organic
U-5299;B;0;168;Web;Paid
U-5300;B;0;280;Mobile;Organic
U-5301;B;1;129;Web;Organic
U-5302;B;0;129;Mobile;Organic
U-5303;A;0;255;Web;Paid
U-5304;B;0;20;Mobile;Paid
U-5305;A;0;269;Web;Paid
U-5306;B;0;10;Mobile;Organic
U-5307;A;0;260;Mobile;Referral
U-5308;A;0;105;Mobile;Paid
U-5309;A;1;241;Web;Paid
U-5310;A;0;159;Web;Organic
U-5311;B;0;10;Mobile;Paid
U-5312;A;0;287;Web;Paid
U-5313;B;0;123;Web;Paid
U-5314;A;0;220;Mobile;Referral
U-5315;B;1;185;Mobile;Paid
U-5316;B;0;245;Mobile;Organic
U-5317;B;0;245;Web;Paid
U-5318;A;0;96;Mobile;Paid
U-5319;A;0;185;Web;Referral
U-5320;A;0;20;Mobile;Organic
U-5321;B;0;240;Web;Paid
U-5322;B;0;109;Web;Paid
U-5323;B;0;277;Mobile;Referral
U-5324;B;0;25;Mobile;Referral
U-5325;B;0;27;Web;Paid
U-5326;A;0;28;Mobile;Referral
U-5327;A;0;53;Web;Paid
U-5328;B;0;244;Mobile;Referral
U-5329;B;0;50;Mobile;Paid
U-5330;B;0;51;Web;Paid
U-5331;B;0;190;Web;Paid
U-5332;A;0;245;Mobile;Referral
U-5333;B;0;249;Web;Referral
U-5334;B;0;169;Mobile;Paid
U-5335;A;0;134;Web;Paid
U-5336;A;0;16;Web;Paid
U-5337;B;0;150;Mobile;Referral
U-5338;B;0;15;Mobile;Organic
U-5339;B;0;265;Mobile;Paid
U-5340;A;1;74;Mobile;Referral
U-5341;B;0;250;Mobile;Paid
U-5342;A;0;286;Web;Organic
U-5343;A;0;31;Mobile;Referral
U-5344;B;0;24;Mobile;Paid
U-5345;A;0;157;Web;Paid
U-5346;B;0;97;Web;Paid
U-5347;B;1;237;Mobile;Paid
U-5348;B;0;11;Mobile;Referral
U-5349;A;0;288;Mobile;Paid
U-5350;A;0;142;Web;Paid
U-5351;B;1;289;Mobile;Paid
U-5352;B;0;15;Web;Paid
U-5353;A;0;71;Mobile;Paid
U-5354;A;0;200;Web;Paid
U-5355;B;0;134;Mobile;Organic
U-5356;A;0;98;Mobile;Organic
U-5357;B;0;177;Mobile;Referral
U-5358;B;0;47;Mobile;Organic
U-5359;B;1;20;Web;Paid
U-5360;B;1;12;Mobile;Paid
U-5361;A;0;56;Mobile;Organic
U-5362;B;0;78;Mobile;Referral
U-5363;B;0;240;Mobile;Organic
U-5364;B;0;152;Mobile;Paid
U-5365;B;0;210;Web;Paid
U-5366;A;0;193;Web;Paid
U-5367;A;0;264;Mobile;Paid
U-5368;B;0;16;Web;Paid
U-5369;A;0;225;Web;Organic
U-5370;B;0;63;Mobile;Organic
U-5371;A;1;174;Mobile;Organic
U-5372;A;0;187;Mobile;Paid
U-5373;A;0;37;Mobile;Organic
U-5374;A;1;121;Mobile;Referral
U-5375;B;0;269;Mobile;Paid
U-5376;B;0;152;Web;Organic
U-5377;A;1;214;Web;Referral
U-5378;B;0;151;Mobile;Referral
U-5379;B;0;121;Web;Paid
U-5380;A;0;142;Mobile;Referral
U-5381;B;0;267;Mobile;Referral
U-5382;A;1;150;Mobile;Paid
U-5383;B;0;222;Mobile;Organic
U-5384;A;1;62;Mobile;Paid
U-5385;B;0;224;Mobile;Paid
U-5386;A;0;157;Mobile;Referral
U-5387;A;0;103;Web;Paid
U-5388;A;1;245;Mobile;Paid
U-5389;A;0;296;Mobile;Organic
U-5390;B;0;147;Mobile;Organic
U-5391;A;0;156;Mobile;Referral
U-5392;B;0;255;Mobile;Organic
U-5393;A;1;293;Web;Referral
U-5394;B;0;64;Mobile;Organic
U-5395;A;0;270;Mobile;Organic
U-5396;A;0;109;Web;Paid
U-5397;B;1;148;Web;Paid
U-5398;B;1;256;Mobile;Paid
U-5399;B;0;65;Mobile;Organic
U-5400;A;0;282;Mobile;Organic
U-5401;B;0;215;Mobile;Paid
U-5402;A;0;229;Mobile;Paid
U-5403;B;0;129;Mobile;Paid
U-5404;A;0;141;Mobile;Paid
U-5405;B;0;118;Mobile;Organic
U-5406;B;1;41;Mobile;Paid
U-5407;B;0;80;Web;Paid
U-5408;A;0;142;Mobile;Referral
U-5409;A;0;72;Mobile;Organic
U-5410;A;0;70;Web;Organic
U-5411;B;0;190;Mobile;Referral
U-5412;A;0;296;Mobile;Paid
U-5413;B;0;61;Mobile;Paid
U-5414;A;0;286;Mobile;Referral
U-5415;A;0;184;Web;Referral
U-5416;A;0;152;Mobile;Paid
U-5417;B;0;139;Mobile;Organic
U-5418;B;1;138;Web;Organic
U-5419;A;1;115;Mobile;Paid
U-5420;B;0;186;Web;Referral
U-5421;A;0;28;Mobile;Organic
U-5422;A;1;33;Mobile;Paid
U-5423;B;0;61;Web;Paid
U-5424;B;0;31;Web;Referral
U-5425;A;0;291;Web;Organic
U-5426;B;0;195;Mobile;Organic
U-5427;B;1;296;Mobile;Organic
U-5428;B;0;187;Web;Paid
U-5429;A;0;17;Mobile;Referral
U-5430;B;0;36;Mobile;Paid
U-5431;A;0;162;Web;Paid
U-5432;A;0;63;Mobile;Organic
U-5433;B;0;241;Mobile;Paid
U-5434;A;0;190;Mobile;Organic
U-5435;B;0;238;Mobile;Paid
U-5436;B;0;198;Mobile;Paid
U-5437;B;0;258;Mobile;Organic
U-5438;B;0;66;Web;Organic
U-5439;B;0;272;Web;Paid
U-5440;B;0;188;Web;Paid
U-5441;B;0;231;Mobile;Paid
U-5442;B;0;191;Web;Paid
U-5443;B;0;84;Mobile;Paid
U-5444;B;0;174;Mobile;Organic
U-5445;A;0;100;Mobile;Organic
U-5446;A;0;15;Mobile;Paid
U-5447;A;1;38;Web;Paid
U-5448;B;0;27;Web;Organic
U-5449;B;0;98;Mobile;Paid
U-5450;B;0;218;Web;Organic
U-5451;A;0;140;Mobile;Referral
U-5452;B;0;250;Mobile;Paid
U-5453;B;1;47;Mobile;Referral
U-5454;A;0;202;Mobile;Paid
U-5455;B;1;101;Mobile;Paid
U-5456;B;0;27;Mobile;Organic
U-5457;B;0;278;Mobile;Referral
U-5458;B;0;224;Mobile;Paid
U-5459;B;1;81;Web;Referral
U-5460;A;0;232;Web;Paid
U-5461;A;0;86;Web;Paid
U-5462;B;0;81;Mobile;Paid
U-5463;A;0;67;Mobile;Paid
U-5464;B;0;184;Mobile;Referral
U-5465;A;0;48;Mobile;Referral
U-5466;A;1;212;Mobile;Paid
U-5467;A;0;176;Mobile;Referral
U-5468;B;0;66;Web;Organic
U-5469;A;0;260;Mobile;Organic
U-5470;A;0;131;Mobile;Paid
U-5471;A;0;299;Mobile;Paid
U-5472;B;0;104;Web;Paid
U-5473;B;0;288;Mobile;Referral
U-5474;A;0;28;Mobile;Referral
U-5475;B;0;123;Web;Paid
U-5476;A;0;194;Mobile;Paid
U-5477;B;1;132;Mobile;Organic
U-5478;A;0;38;Mobile;Paid
U-5479;B;0;66;Web;Paid
U-5480;A;0;29;Mobile;Paid
U-5481;A;0;188;Mobile;Referral
U-5482;A;1;157;Mobile;Paid
U-5483;B;0;269;Mobile;Paid
U-5484;A;0;191;Web;Paid
U-5485;A;0;60;Web;Organic
U-5486;A;0;42;Web;Paid
U-5487;A;0;192;Web;Paid
U-5488;A;0;74;Web;Organic
U-5489;A;0;18;Mobile;Referral
U-5490;B;1;288;Mobile;Organic
U-5491;A;0;298;Web;Paid
U-5492;B;0;83;Mobile;Paid
U-5493;B;0;10;Web;Organic
U-5494;B;0;41;Mobile;Organic
U-5495;B;0;129;Web;Paid
U-5496;A;0;241;Mobile;Paid
U-5497;B;0;29;Web;Paid
U-5498;A;0;32;Web;Referral
U-5499;B;0;146;Mobile;Paid
U-5500;A;0;149;Mobile;Paid
U-5501;A;0;283;Web;Paid
U-5502;B;0;197;Mobile;Paid
U-5503;B;0;152;Mobile;Organic
U-5504;A;0;214;Web;Referral
U-5505;B;0;253;Mobile;Referral
U-5506;A;0;172;Web;Referral
U-5507;A;0;255;Web;Paid
U-5508;B;0;175;Mobile;Organic
U-5509;A;1;43;Web;Paid
U-5510;A;0;77;Mobile;Organic
U-5511;B;0;158;Web;Paid
U-5512;A;0;264;Web;Paid
U-5513;A;0;245;Mobile;Paid
U-5514;B;0;265;Web;Paid
U-5515;B;0;165;Web;Organic
U-5516;B;0;60;Web;Referral
U-5517;B;0;213;Web;Organic
U-5518;A;0;147;Mobile;Organic
U-5519;B;0;121;Web;Paid
U-5520;B;0;113;Mobile;Paid
U-5521;B;0;180;Mobile;Organic
U-5522;B;0;263;Mobile;Paid
U-5523;B;0;106;Web;Referral
U-5524;A;0;53;Mobile;Paid
U-5525;A;1;264;Mobile;Paid
U-5526;B;0;219;Web;Paid
U-5527;B;0;93;Mobile;Paid
U-5528;B;0;46;Mobile;Paid
U-5529;A;0;295;Mobile;Paid
U-5530;B;0;110;Mobile;Organic
U-5531;B;0;82;Mobile;Paid
U-5532;A;0;39;Mobile;Paid
U-5533;A;0;234;Mobile;Referral
U-5534;A;0;60;Mobile;Paid
U-5535;A;0;61;Mobile;Organic
U-5536;A;1;184;Mobile;Paid
U-5537;B;1;44;Mobile;Paid
U-5538;B;0;126;Mobile;Paid
U-5539;A;0;204;Mobile;Paid
U-5540;A;1;150;Mobile;Organic
U-5541;A;0;199;Mobile;Paid
U-5542;B;0;290;Web;Paid
U-5543;B;0;41;Web;Referral
U-5544;A;0;294;Web;Paid
U-5545;A;0;88;Mobile;Referral
U-5546;A;0;157;Mobile;Paid
U-5547;B;0;263;Mobile;Organic
U-5548;A;0;233;Web;Referral
U-5549;B;0;46;Web;Paid
U-5550;A;0;230;Mobile;Paid
U-5551;A;0;166;Mobile;Paid
U-5552;A;0;270;Mobile;Paid
U-5553;A;0;27;Web;Paid
U-5554;A;0;12;Mobile;Paid
U-5555;A;0;86;Web;Paid
U-5556;B;1;116;Mobile;Organic
U-5557;A;0;202;Mobile;Referral
U-5558;A;0;52;Mobile;Referral
U-5559;B;1;32;Web;Referral
U-5560;A;0;156;Web;Referral
U-5561;A;0;200;Web;Paid
U-5562;A;0;32;Mobile;Referral
U-5563;B;0;93;Web;Paid
U-5564;A;0;38;Mobile;Organic
U-5565;B;0;43;Mobile;Paid
U-5566;B;0;249;Mobile;Referral
U-5567;A;0;187;Mobile;Paid
U-5568;B;1;198;Web;Organic
U-5569;B;0;178;Mobile;Paid
U-5570;B;1;69;Mobile;Paid
U-5571;B;0;209;Mobile;Organic
U-5572;A;0;161;Mobile;Referral
U-5573;B;0;284;Mobile;Organic
U-5574;B;0;185;Mobile;Paid
U-5575;B;0;249;Mobile;Paid
U-5576;B;0;42;Web;Paid
U-5577;B;0;99;Mobile;Paid
U-5578;A;1;97;Mobile;Organic
U-5579;B;0;20;Web;Referral
U-5580;A;0;89;Web;Organic
U-5581;A;0;189;Web;Referral
U-5582;B;0;108;Mobile;Organic
U-5583;A;0;99;Web;Paid
U-5584;A;0;299;Mobile;Paid
U-5585;B;0;23;Mobile;Paid
U-5586;A;0;103;Mobile;Organic
U-5587;B;0;69;Mobile;Paid
U-5588;A;0;259;Mobile;Paid
U-5589;B;0;17;Web;Paid
U-5590;A;0;248;Mobile;Referral
U-5591;B;0;152;Mobile;Referral
U-5592;B;0;61;Mobile;Referral
U-5593;B;0;221;Web;Paid
U-5594;B;1;208;Web;Paid
U-5595;B;0;160;Mobile;Paid
U-5596;B;1;157;Web;Paid
U-5597;B;1;64;Web;Organic
U-5598;B;0;220;Mobile;Organic
U-5599;A;1;122;Mobile;Organic
U-5600;A;0;203;Mobile;Paid
U-5601;B;0;12;Mobile;Paid
U-5602;A;0;296;Mobile;Paid
U-5603;B;0;185;Web;Paid
U-5604;A;0;50;Mobile;Paid
U-5605;A;0;183;Mobile;Paid
U-5606;B;0;192;Mobile;Paid
U-5607;B;0;265;Web;Referral
U-5608;B;0;294;Web;Paid
U-5609;A;0;170;Web;Paid
U-5610;A;0;53;Mobile;Referral
U-5611;A;0;23;Mobile;Paid
U-5612;A;0;285;Mobile;Organic
U-5613;A;0;104;Mobile;Organic
U-5614;B;0;10;Mobile;Paid
U-5615;A;0;37;Mobile;Paid
U-5616;A;0;122;Web;Organic
U-5617;B;0;231;Web;Organic
U-5618;B;0;130;Mobile;Paid
U-5619;A;0;61;Web;Paid
U-5620;A;1;141;Web;Organic
U-5621;A;0;235;Web;Paid
U-5622;A;0;262;Web;Paid
U-5623;A;0;121;Mobile;Paid
U-5624;B;0;211;Web;Referral
U-5625;B;0;118;Web;Paid
U-5626;A;0;162;Web;Organic
U-5627;A;0;276;Web;Referral
U-5628;A;1;295;Mobile;Paid
U-5629;B;0;195;Mobile;Organic
U-5630;A;0;221;Web;Referral
U-5631;B;0;13;Mobile;Paid
U-5632;A;1;244;Mobile;Paid
U-5633;B;1;217;Mobile;Paid
U-5634;A;0;50;Web;Referral
U-5635;B;1;148;Mobile;Paid
U-5636;A;0;273;Mobile;Organic
U-5637;A;0;264;Mobile;Organic
U-5638;B;0;113;Mobile;Paid
U-5639;A;0;101;Mobile;Organic
U-5640;B;0;73;Mobile;Paid
U-5641;A;1;63;Web;Paid
U-5642;B;1;56;Web;Organic
U-5643;A;0;200;Mobile;Referral
U-5644;A;0;157;Web;Paid
U-5645;A;0;211;Mobile;Paid
U-5646;B;0;87;Mobile;Referral
U-5647;B;0;20;Mobile;Paid
U-5648;B;0;199;Mobile;Paid
U-5649;B;1;181;Web;Organic
U-5650;B;1;93;Mobile;Organic
U-5651;A;0;23;Mobile;Organic
U-5652;B;1;271;Mobile;Referral
U-5653;B;1;183;Mobile;Organic
U-5654;B;1;119;Mobile;Organic
U-5655;A;0;22;Web;Paid
U-5656;B;0;210;Web;Referral
U-5657;B;0;80;Mobile;Referral
U-5658;B;0;67;Mobile;Paid
U-5659;B;0;240;Mobile;Organic
U-5660;B;0;39;Web;Organic
U-5661;B;0;230;Web;Paid
U-5662;A;0;36;Web;Organic
U-5663;A;0;47;Web;Organic
U-5664;B;0;39;Web;Paid
U-5665;A;0;231;Mobile;Referral
U-5666;B;0;172;Web;Organic
U-5667;B;0;156;Mobile;Organic
U-5668;B;0;136;Mobile;Paid
U-5669;B;0;262;Mobile;Organic
U-5670;B;0;32;Mobile;Referral
U-5671;A;0;197;Mobile;Paid
U-5672;B;1;72;Web;Organic
U-5673;B;0;206;Web;Referral
U-5674;B;0;257;Web;Referral
U-5675;A;0;69;Web;Organic
U-5676;A;0;267;Web;Organic
U-5677;A;0;206;Mobile;Paid
U-5678;B;0;257;Web;Referral
U-5679;A;0;174;Mobile;Organic
U-5680;B;0;65;Mobile;Paid
U-5681;A;0;226;Web;Paid
U-5682;B;1;215;Mobile;Paid
U-5683;B;0;284;Web;Paid
U-5684;A;0;281;Web;Paid
U-5685;A;0;143;Mobile;Paid
U-5686;B;0;87;Mobile;Paid
U-5687;A;0;219;Web;Organic
U-5688;A;0;80;Web;Paid
U-5689;B;0;138;Web;Paid
U-5690;A;0;47;Mobile;Referral
U-5691;A;0;34;Mobile;Organic
U-5692;A;1;252;Mobile;Paid
U-5693;A;0;87;Mobile;Referral
U-5694;A;0;139;Mobile;Paid
U-5695;A;0;31;Web;Paid
U-5696;B;0;176;Mobile;Paid
U-5697;A;0;118;Web;Paid
U-5698;B;0;283;Web;Referral
U-5699;A;0;11;Mobile;Referral
U-5700;A;0;165;Web;Referral
U-5701;A;1;90;Mobile;Paid
U-5702;B;1;267;Web;Organic
U-5703;A;0;121;Mobile;Referral
